brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,sold per day,Total Revenue,Total Visitors 
YSL Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,4/28/24,6/22/24,55,LE-ZDNBLGDM,YSL Beauty Glow Eyeshadow Palette,50.67,1834,2436,59.72,44.29090909,123432.12,100870
Bobbi Brown,Latin America,Buenos Aires,High-Street,Shop-in-Shop,7/28/24,8/17/24,20,LE-0CW24C6V,Bobbi Brown Opulence Fragrance,125.95,1699,1877,73.04,93.85,236408.15,33980
MAC Cosmetics,North America,Chicago,High-Street,Flash Event,11/13/24,1/12/25,60,LE-X6VPGKYC,MAC Cosmetics Éclat Fragrance,369.82,1530,4261,86.85,71.01666667,1575803.02,91800
Guerlain,North America,Los Angeles,Airport Duty-Free,Mall Kiosk,4/18/24,5/5/24,17,LE-VI3QWBIT,Guerlain Opulence Blush,60.82,1908,2344,71.99,137.8823529,142562.08,32436
Bobbi Brown,Europe,London,Art/Design District,Mobile Pop-Up Truck,7/18/24,9/21/24,65,LE-WEAJJ62K,Bobbi Brown Satin Blush,52.66,1299,3835,93.77,59,201951.1,84435
Fenty Beauty,Europe,Paris,Art/Design District,Flash Event,9/7/24,11/2/24,56,LE-47UEMUPO,Fenty Beauty Satin Primer,81.55,809,3090,95.55,55.17857143,251989.5,45304
Hourglass,Latin America,Mexico City,Luxury Mall,Mall Kiosk,12/5/24,2/7/25,64,LE-PB9SNJ0Q,Hourglass Noir Mascara,46.36,1446,1638,91.1,25.59375,75937.68,92544
Charlotte Tilbury,Europe,London,High-Street,Mall Kiosk,11/4/24,11/19/24,15,LE-KDE3SGVR,Charlotte Tilbury Pearl Setting Powder,83.32,2262,1869,75.42,124.6,155725.08,33930
Givenchy Beauty,Europe,Milan,High-Street,Flash Event,4/24/25,6/1/25,38,LE-NLHWGRX1,Givenchy Beauty Rouge Foundation,94.22,2726,2478,61.64,65.21052632,233477.16,103588
Dior,North America,New York,High-Street,Shop-in-Shop,4/7/25,6/5/25,59,LE-WMKINS9Z,Dior Éclat Blush,44.85,1506,1412,61.82,23.93220339,63328.2,88854
Hermès Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Standalone Pop-Up,7/7/24,9/24/24,79,LE-A5SIQT4P,Hermès Beauty Éclat Lipstick,63.47,2083,2335,91.64,29.55696203,148202.45,164557
Lancôme,Middle East,Abu Dhabi,High-Street,Mall Kiosk,1/19/25,4/7/25,78,LE-9FZHVXMJ,Lancôme Satin Lipstick,39.13,2437,3015,75.04,38.65384615,117976.95,190086
Rare Beauty,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,3/28/25,6/9/25,73,LE-UAGW7CIE,Rare Beauty Noir Fragrance,166.33,3032,1464,89.93,20.05479452,243507.12,221336
Huda Beauty,Asia-Pacific,Tokyo,Department Store Atrium,Shop-in-Shop,5/30/25,6/21/25,22,LE-KJIH63D0,Huda Beauty Rouge Fragrance,372.65,1539,1632,91.28,74.18181818,608164.8,33858
Huda Beauty,Europe,London,Airport Duty-Free,Flash Event,11/10/24,12/23/24,43,LE-KB17I9R9,Huda Beauty Satin Serum,239.03,1994,1886,50.95,43.86046512,450810.58,85742
Pat McGrath Labs,North America,Miami,Luxury Mall,Mobile Pop-Up Truck,5/18/24,8/9/24,83,LE-6H7KK3GP,Pat McGrath Labs Pearl Serum,208.9,1187,853,92.32,10.27710843,178191.7,98521
Shiseido,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,3/10/24,4/27/24,48,LE-QCXSWSHG,Shiseido Pearl Highlighter,84.08,733,2939,78.52,61.22916667,247111.12,35184
Rare Beauty,North America,New York,High-Street,Mall Kiosk,4/25/25,4/29/25,4,LE-UR14886T,Rare Beauty Velvet Foundation,57.21,1395,2981,68.89,745.25,170543.01,5580
Dior,Europe,London,Department Store Atrium,Flash Event,2/19/24,4/9/24,50,LE-ZLGX0Q18,Dior Velvet Serum,293.44,1042,2793,57.78,55.86,819577.92,52100
Dior,Latin America,São Paulo,Department Store Atrium,Mall Kiosk,3/30/24,5/8/24,39,LE-U06MSHDY,Dior Rouge Eyeshadow Palette,113.04,793,1510,67.74,38.71794872,170690.4,30927
Armani Beauty,North America,New York,Department Store Atrium,Shop-in-Shop,7/24/24,10/10/24,78,LE-W5HENWNB,Armani Beauty Éclat Lipstick,53.9,665,1756,81.26,22.51282051,94648.4,51870
La Prairie,Europe,Berlin,High-Street,Standalone Pop-Up,5/29/24,7/16/24,48,LE-DV7R1QVW,La Prairie Éclat Highlighter,57.79,2241,1236,70.47,25.75,71428.44,107568
Lancôme,North America,Toronto,Luxury Mall,Flash Event,7/15/24,9/2/24,49,LE-3IOAXZIL,Lancôme Rouge Blush,34.68,1206,989,66.91,20.18367347,34298.52,59094
Bobbi Brown,Middle East,Doha,Department Store Atrium,Mall Kiosk,12/16/24,3/14/25,88,LE-VV3XMLBW,Bobbi Brown Satin Blush,41.81,963,2818,61.1,32.02272727,117820.58,84744
Bobbi Brown,North America,Toronto,High-Street,Mobile Pop-Up Truck,8/22/24,11/16/24,86,LE-NAFK60JH,Bobbi Brown Noir Blush,66.88,1345,2797,67.89,32.52325581,187063.36,115670
Chanel,Middle East,Doha,Department Store Atrium,Standalone Pop-Up,3/2/24,5/5/24,64,LE-BXC9DIUJ,Chanel Mirage Setting Powder,55.85,967,2978,88.05,46.53125,166321.3,61888
YSL Beauty,Europe,London,Luxury Mall,Mall Kiosk,8/14/24,9/9/24,26,LE-RKR4963O,YSL Beauty Opulence Highlighter,61.99,1477,2344,49.79,90.15384615,145304.56,38402
Huda Beauty,North America,Los Angeles,Art/Design District,Shop-in-Shop,2/15/25,3/7/25,20,LE-75757HOH,Huda Beauty Rouge Mascara,71.87,1159,468,65,23.4,33635.16,23180
Hourglass,Latin America,Lima,Art/Design District,Standalone Pop-Up,10/27/24,12/31/24,65,LE-H6QLOE21,Hourglass Satin Highlighter,75.06,1291,2794,80.89,42.98461538,209717.64,83915
Clé de Peau Beauté,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,1/26/25,4/25/25,89,LE-QWSWIKYI,Clé de Peau Beauté Satin Fragrance,132.43,1002,1822,56.1,20.47191011,241287.46,89178
Estée Lauder,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,3/27/24,6/4/24,69,LE-3T3SJ6TK,Estée Lauder Mirage Fragrance,142.41,1738,1669,93.71,24.1884058,237682.29,119922
YSL Beauty,North America,Miami,Department Store Atrium,Standalone Pop-Up,12/15/24,2/15/25,62,LE-XEXIY9EC,YSL Beauty Éclat Lipstick,71.12,919,3171,89.37,51.14516129,225521.52,56978
Valentino Beauty,North America,Los Angeles,Department Store Atrium,Mall Kiosk,5/19/24,8/5/24,78,LE-96SZMC7L,Valentino Beauty Pearl Highlighter,52.49,1002,1165,92.17,14.93589744,61150.85,78156
Tom Ford Beauty,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,5/31/24,6/29/24,29,LE-2UIHO7M5,Tom Ford Beauty Rouge Highlighter,74.42,1131,3053,63.04,105.2758621,227204.26,32799
YSL Beauty,Latin America,Mexico City,Department Store Atrium,Shop-in-Shop,2/2/25,4/20/25,77,LE-V19RASHO,YSL Beauty Velvet Foundation,75.41,1430,3184,65.68,41.35064935,240105.44,110110
La Prairie,Europe,Paris,Airport Duty-Free,Shop-in-Shop,6/9/24,9/7/24,90,LE-QWH3T9C1,La Prairie Mirage Primer,44.07,1662,460,84.1,5.111111111,20272.2,149580
Fenty Beauty,Middle East,Riyadh,Airport Duty-Free,Mall Kiosk,11/3/24,11/13/24,10,LE-6P4AQCPB,Fenty Beauty Satin Serum,124.78,2457,2150,87.36,215,268277,24570
Tom Ford Beauty,Latin America,São Paulo,Art/Design District,Shop-in-Shop,6/29/24,8/7/24,39,LE-DBG9I3O8,Tom Ford Beauty Noir Foundation,50.84,1243,1542,89.86,39.53846154,78395.28,48477
Dior,Europe,Milan,Luxury Mall,Mobile Pop-Up Truck,2/11/25,4/25/25,73,LE-YWZ4Y8MN,Dior Lumière Serum,243.18,1858,282,79.21,3.863013699,68576.76,135634
YSL Beauty,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,11/20/24,2/11/25,83,LE-DTL34I39,YSL Beauty Noir Serum,186.44,1509,2492,81.92,30.02409639,464608.48,125247
Bobbi Brown,North America,Toronto,Department Store Atrium,Shop-in-Shop,3/21/25,3/25/25,4,LE-UTO0L3ZV,Bobbi Brown Satin Blush,65.22,631,1517,54.61,379.25,98938.74,2524
Hermès Beauty,Middle East,Riyadh,Luxury Mall,Flash Event,5/22/24,7/2/24,41,LE-0O3QNDMD,Hermès Beauty Glow Serum,135.53,1014,3311,81.37,80.75609756,448739.83,41574
YSL Beauty,North America,New York,Art/Design District,Flash Event,7/13/24,7/24/24,11,LE-J7OMKVBR,YSL Beauty Mirage Serum,297.3,885,4019,98.6,365.3636364,1194848.7,9735
MAC Cosmetics,Europe,Unknown,High-Street,Mall Kiosk,4/12/24,5/15/24,33,LE-25460JX6,MAC Cosmetics Opulence Highlighter,84.19,1076,4078,83.75,123.5757576,343326.82,35508
MAC Cosmetics,North America,Chicago,Luxury Mall,Shop-in-Shop,5/27/25,8/2/25,67,LE-7Y0U5ZKH,MAC Cosmetics Rouge Lipstick,70.87,1414,4145,84.44,61.86567164,293756.15,94738
Sisley-Paris,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,10/23/24,12/7/24,45,LE-XZKV8784,Sisley-Paris Velvet Mascara,32.9,1269,3257,98.19,72.37777778,107155.3,57105
Lancôme,Latin America,Bogotá,Art/Design District,Mobile Pop-Up Truck,1/10/25,2/26/25,47,LE-5BRJ0PCK,Lancôme Pearl Setting Powder,65.13,980,2711,80.4,57.68085106,176567.43,46060
Dior,Middle East,Jeddah,Department Store Atrium,Flash Event,6/28/24,9/8/24,72,LE-154QVWND,Dior Velvet Serum,163.97,1650,1559,62.99,21.65277778,255629.23,118800
Hermès Beauty,North America,Miami,Department Store Atrium,Mall Kiosk,9/1/24,9/6/24,5,LE-VPNA99WT,Hermès Beauty Mirage Lipstick,32.83,1879,3471,74.95,694.2,113952.93,9395
Chanel,Asia-Pacific,Singapore,Art/Design District,Shop-in-Shop,1/27/25,3/15/25,47,LE-ZJVAF770,Chanel Rouge Eyeshadow Palette,121.93,1149,2093,67.23,44.53191489,255199.49,54003
Charlotte Tilbury,Europe,Milan,Art/Design District,Mall Kiosk,5/12/25,7/4/25,53,LE-TUM7PE6M,Charlotte Tilbury Satin Fragrance,202.19,1299,1398,78.5,26.37735849,282661.62,68847
Sisley-Paris,Latin America,Buenos Aires,Department Store Atrium,Standalone Pop-Up,7/10/24,8/25/24,46,LE-K2I8KFHL,Sisley-Paris Rouge Setting Powder,82.53,572,670,58.21,14.56521739,55295.1,26312
Chanel,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,4/20/24,5/6/24,16,LE-H0DU7H5H,Chanel Satin Lipstick,52.33,1732,435,83.98,27.1875,22763.55,27712
Bobbi Brown,Middle East,Doha,High-Street,Shop-in-Shop,3/26/24,5/26/24,61,LE-2EAYYQB2,Bobbi Brown Velvet Serum,163.73,1843,402,60.63,6.590163934,65819.46,112423
Huda Beauty,Europe,Milan,Luxury Mall,Shop-in-Shop,11/23/24,2/19/25,88,LE-JD7GOJ7S,Huda Beauty Mirage Foundation,65.79,1002,2015,76.79,22.89772727,132566.85,88176
Chanel,Middle East,Abu Dhabi,Art/Design District,Flash Event,7/17/24,9/9/24,54,LE-RAS3MGJV,Chanel Satin Setting Powder,44.3,450,2416,70.87,44.74074074,107028.8,24300
NARS,North America,Chicago,Art/Design District,Shop-in-Shop,5/28/24,7/13/24,46,LE-WB6O05YQ,NARS Mirage Primer,42.68,611,1254,62.92,27.26086957,53520.72,28106
YSL Beauty,North America,Toronto,Art/Design District,Standalone Pop-Up,5/24/25,8/11/25,79,LE-CQLXUDLD,YSL Beauty Glow Fragrance,229.89,829,4280,99.56,54.17721519,983929.2,65491
Dior,North America,Toronto,Luxury Mall,Mobile Pop-Up Truck,12/20/24,3/7/25,77,LE-34PDJ99J,Dior Mirage Highlighter,43.81,1756,1463,62.95,19,64094.03,135212
Valentino Beauty,Europe,Berlin,High-Street,Shop-in-Shop,10/10/24,11/13/24,34,LE-58BA9LM6,Valentino Beauty Velvet Eyeshadow Palette,123.97,1966,1893,59.03,55.67647059,234675.21,66844
Valentino Beauty,North America,Chicago,High-Street,Flash Event,6/15/24,8/12/24,58,LE-J0NW1SBR,Valentino Beauty Éclat Lipstick,59.21,1252,2621,67.38,45.18965517,155189.41,72616
Hourglass,Asia-Pacific,Hong Kong,Airport Duty-Free,Standalone Pop-Up,4/19/25,6/8/25,50,LE-CO8F9AAD,Hourglass Velvet Fragrance,355.38,1810,343,89.32,6.86,121895.34,90500
Estée Lauder,Middle East,Dubai,High-Street,Standalone Pop-Up,10/6/24,12/9/24,64,LE-V1TVGQXL,Estée Lauder Opulence Lipstick,75.46,2062,583,53.19,9.109375,43993.18,131968
MAC Cosmetics,Latin America,Mexico City,Department Store Atrium,Mall Kiosk,3/23/24,5/31/24,69,LE-RSYB38KI,MAC Cosmetics Mirage Primer,64.22,1626,674,57.8,9.768115942,43284.28,112194
Huda Beauty,North America,Chicago,High-Street,Mobile Pop-Up Truck,8/6/24,9/29/24,54,LE-HFMLJJU6,Huda Beauty Rouge Foundation,109.5,2848,3167,90.9,58.64814815,346786.5,153792
Guerlain,Latin America,Buenos Aires,Art/Design District,Shop-in-Shop,6/14/25,6/17/25,3,LE-V2RTZLS6,Guerlain Velvet Highlighter,69.96,603,259,56.55,86.33333333,18119.64,1809
Bobbi Brown,North America,Los Angeles,Airport Duty-Free,Flash Event,7/21/24,9/4/24,45,LE-12LEIO3V,Bobbi Brown Satin Eyeshadow Palette,142.91,1045,373,50.47,8.288888889,53305.43,47025
Armani Beauty,Europe,London,Luxury Mall,Mobile Pop-Up Truck,10/21/24,1/8/25,79,LE-7346PERZ,Armani Beauty Velvet Serum,156.87,1723,147,71.36,1.860759494,23059.89,136117
Hourglass,Europe,Madrid,Department Store Atrium,Mobile Pop-Up Truck,12/21/24,2/15/25,56,LE-I9E9GKW4,Hourglass Glow Foundation,74.88,1183,4415,90.86,78.83928571,330595.2,66248
Guerlain,North America,Chicago,Department Store Atrium,Mobile Pop-Up Truck,3/29/24,6/27/24,90,LE-AA5NQTWA,Guerlain Pearl Fragrance,106.74,565,159,74.65,1.766666667,16971.66,50850
Armani Beauty,Europe,Milan,High-Street,Mall Kiosk,10/6/24,12/21/24,76,LE-RERF56RB,Armani Beauty Opulence Serum,290.28,2045,1273,70.18,16.75,369526.44,155420
YSL Beauty,Europe,Paris,Department Store Atrium,Shop-in-Shop,5/8/24,6/15/24,38,LE-68VCX4YR,YSL Beauty Rouge Eyeshadow Palette,120.53,594,2628,76.22,69.15789474,316752.84,22572
YSL Beauty,Europe,Milan,Luxury Mall,Standalone Pop-Up,6/30/24,9/8/24,70,LE-F36DX7ZX,YSL Beauty Rouge Blush,45.85,723,1317,55.01,18.81428571,60384.45,50610
Tom Ford Beauty,North America,Chicago,Art/Design District,Shop-in-Shop,1/1/25,3/24/25,82,LE-AXREO98H,Tom Ford Beauty Rouge Blush,67.66,838,1155,99.83,14.08536585,78147.3,68716
Estée Lauder,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,9/2/24,9/28/24,26,LE-WPNJ00JF,Estée Lauder Mirage Foundation,83.63,2141,204,77.27,7.846153846,17060.52,55666
Huda Beauty,Middle East,Dubai,Art/Design District,Mall Kiosk,8/27/24,11/10/24,75,LE-YQ9JY2ZY,Huda Beauty Pearl Eyeshadow Palette,75.08,736,1868,75.08,24.90666667,140249.44,55200
MAC Cosmetics,Latin America,Mexico City,High-Street,Mall Kiosk,4/10/25,7/4/25,85,LE-U5VFQ3J8,MAC Cosmetics Velvet Blush,30.84,931,2574,74.39,30.28235294,79382.16,79135
Hermès Beauty,Europe,Berlin,Airport Duty-Free,Mall Kiosk,2/19/25,4/5/25,45,LE-LDSMD1JG,Hermès Beauty Velvet Eyeshadow Palette,98.25,1526,2661,84.18,59.13333333,261443.25,68670
Sisley-Paris,Europe,Paris,Airport Duty-Free,Flash Event,7/28/25,8/3/25,6,LE-DZ9OZ4Y3,Sisley-Paris Mirage Mascara,36.39,1677,2339,69.2,389.8333333,85116.21,10062
Rare Beauty,Middle East,Doha,Art/Design District,Standalone Pop-Up,5/31/25,7/21/25,51,LE-XHNKXN7E,Rare Beauty Satin Mascara,66.45,1157,2390,57.38,46.8627451,158815.5,59007
Tom Ford Beauty,North America,Toronto,Department Store Atrium,Shop-in-Shop,10/11/24,10/22/24,11,LE-SFQR81T6,Tom Ford Beauty Noir Eyeshadow Palette,84.43,1578,1612,83.96,146.5454545,136101.16,17358
Tom Ford Beauty,Latin America,São Paulo,High-Street,Standalone Pop-Up,8/10/24,10/30/24,81,LE-5QE8JFWC,Tom Ford Beauty Rouge Serum,278.41,1789,398,95.67,4.913580247,110807.18,144909
Armani Beauty,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,3/27/24,4/6/24,10,LE-WN1027SX,Armani Beauty Noir Serum,176.83,1168,2086,58.2,208.6,368867.38,11680
Rare Beauty,Asia-Pacific,Tokyo,High-Street,Flash Event,3/8/24,5/17/24,70,LE-E7J6L7I9,Rare Beauty Mirage Setting Powder,68.49,1730,603,69.39,8.614285714,41299.47,121100
Armani Beauty,Europe,Paris,Airport Duty-Free,Flash Event,9/11/24,10/7/24,26,LE-MZWWGKCD,Armani Beauty Glow Serum,158.43,1263,3763,99.34,144.7307692,596172.09,32838
MAC Cosmetics,Latin America,Buenos Aires,Art/Design District,Mobile Pop-Up Truck,10/1/24,11/8/24,38,LE-7SM7LRYV,MAC Cosmetics Pearl Fragrance,102.57,1160,2371,62.44,62.39473684,243193.47,44080
Hermès Beauty,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,11/8/24,12/3/24,25,LE-MY24O6BR,Hermès Beauty Velvet Foundation,101.82,1883,4662,100,186.48,474684.84,47075
Dior,North America,Chicago,Luxury Mall,Flash Event,2/27/24,5/3/24,66,LE-JN7QA3EM,Dior Éclat Serum,91.69,965,1705,89.03,25.83333333,156331.45,63690
Huda Beauty,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,4/5/25,6/12/25,68,LE-5ILGCQBO,Huda Beauty Rouge Serum,94.26,1179,2016,50.05,29.64705882,190028.16,80172
Shiseido,Asia-Pacific,Shanghai,Art/Design District,Mall Kiosk,7/16/25,8/8/25,23,LE-85Y5BSIM,Shiseido Lumière Foundation,114.89,1277,753,75.53,32.73913043,86512.17,29371
Givenchy Beauty,Middle East,Doha,Art/Design District,Standalone Pop-Up,1/29/25,3/16/25,46,LE-PDQXZN5J,Givenchy Beauty Noir Primer,48.95,1284,1140,76.77,24.7826087,55803,59064
Tom Ford Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,9/4/24,10/28/24,54,LE-9MF1MCT8,Tom Ford Beauty Pearl Lipstick,37.78,1709,1811,45.47,33.53703704,68419.58,92286
La Prairie,Asia-Pacific,Hong Kong,High-Street,Standalone Pop-Up,10/16/24,12/13/24,58,LE-LVGJM4EU,La Prairie Opulence Serum,216.99,1805,425,53.26,7.327586207,92220.75,104690
Dior,North America,Toronto,Airport Duty-Free,Flash Event,2/3/25,4/17/25,73,LE-XMLZHFXI,Dior Glow Highlighter,66.38,1882,4481,93.45,61.38356164,297448.78,137386
Valentino Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Shop-in-Shop,12/19/24,3/15/25,86,LE-QF3E7AS2,Valentino Beauty Velvet Eyeshadow Palette,86.43,1751,1252,48.96,14.55813953,108210.36,150586
YSL Beauty,Latin America,Bogotá,High-Street,Flash Event,6/8/24,8/18/24,71,LE-7FOLF0NJ,YSL Beauty Velvet Highlighter,38.02,1518,324,54.18,4.563380282,12318.48,107778
Rare Beauty,Asia-Pacific,Seoul,Department Store Atrium,Shop-in-Shop,9/15/24,10/19/24,34,LE-J2OLR6R6,Rare Beauty Noir Lipstick,73.15,1587,3288,68.07,96.70588235,240517.2,53958
Huda Beauty,Middle East,Riyadh,Airport Duty-Free,Flash Event,3/22/24,4/18/24,27,LE-W4NEWXZL,Huda Beauty Mirage Blush,37.99,1568,1754,57.66,64.96296296,66634.46,42336
Chanel,Latin America,Mexico City,High-Street,Shop-in-Shop,6/10/25,7/15/25,35,LE-0QLVKCU6,Chanel Velvet Foundation,66.4,2185,519,81.35,14.82857143,34461.6,76475
Hermès Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,6/10/25,6/21/25,11,LE-E415YA7F,Hermès Beauty Pearl Highlighter,53.82,1845,1670,88.17,151.8181818,89879.4,20295
Fenty Beauty,Latin America,Lima,Luxury Mall,Flash Event,9/9/24,11/11/24,63,LE-IFX78UW3,Fenty Beauty Rouge Serum,133.19,1079,570,89.34,9.047619048,75918.3,67977
Charlotte Tilbury,North America,Chicago,Art/Design District,Shop-in-Shop,3/7/24,5/5/24,59,LE-GWXW60LA,Charlotte Tilbury Lumière Serum,249.54,1019,2086,77.86,35.3559322,520540.44,60121
NARS,Europe,Berlin,High-Street,Mall Kiosk,5/8/24,5/16/24,8,LE-I77PI7GV,NARS Pearl Serum,122.33,2053,1432,77.11,179,175176.56,16424
Armani Beauty,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,11/18/24,2/9/25,83,LE-NLFXKNGD,Armani Beauty Pearl Setting Powder,40.98,1381,1572,88.56,18.93975904,64420.56,114623
Valentino Beauty,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,6/14/24,8/25/24,72,LE-CQNNO9NL,Valentino Beauty Éclat Primer,74.85,907,1493,74.13,20.73611111,111751.05,65304
Clé de Peau Beauté,North America,Toronto,High-Street,Mobile Pop-Up Truck,11/3/24,11/18/24,15,LE-ESVOJ6FB,Clé de Peau Beauté Mirage Eyeshadow Palette,101.64,2122,3191,75.46,212.7333333,324333.24,31830
Sisley-Paris,Europe,Milan,High-Street,Shop-in-Shop,1/22/25,2/17/25,26,LE-KT3C2GHM,Sisley-Paris Glow Mascara,72.78,1786,4295,92.97,165.1923077,312590.1,46436
Rare Beauty,Europe,Berlin,Luxury Mall,Shop-in-Shop,7/17/24,10/6/24,81,LE-2GALTYNY,Rare Beauty Noir Primer,42.67,1841,2131,48.28,26.30864198,90929.77,149121
Sisley-Paris,North America,Miami,High-Street,Mall Kiosk,3/9/25,3/27/25,18,LE-BU4VMN7W,Sisley-Paris Velvet Mascara,43.25,2359,2652,79.86,147.3333333,114699,42462
Fenty Beauty,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,12/30/24,1/29/25,30,LE-CJCYQ6PN,Fenty Beauty Noir Eyeshadow Palette,76.49,2059,342,55.43,11.4,26159.58,61770
Givenchy Beauty,North America,Los Angeles,Department Store Atrium,Standalone Pop-Up,9/7/24,11/4/24,58,LE-XIT1HOBY,Givenchy Beauty Velvet Blush,51.51,1196,1095,57.42,18.87931034,56403.45,69368
Givenchy Beauty,North America,Los Angeles,High-Street,Shop-in-Shop,12/22/24,1/25/25,34,LE-BIGZG6CL,Givenchy Beauty Noir Lipstick,58,1667,2770,75.11,81.47058824,160660,56678
NARS,Asia-Pacific,Tokyo,High-Street,Flash Event,1/18/25,4/18/25,90,LE-FVAR6Y0Y,NARS Opulence Serum,127.61,1499,4174,96.02,46.37777778,532644.14,134910
Clé de Peau Beauté,Middle East,Unknown,Airport Duty-Free,Mall Kiosk,8/30/24,11/3/24,65,LE-BNUUNTNT,Clé de Peau Beauté Lumière Foundation,64.47,873,3264,65.45,50.21538462,210430.08,56745
Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,4/6/24,4/12/24,6,LE-EL6NUZCD,Clé de Peau Beauté Satin Mascara,50.84,993,231,81.05,38.5,11744.04,5958
Charlotte Tilbury,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,3/23/25,6/3/25,72,LE-JIVSZPU8,Charlotte Tilbury Éclat Blush,36.96,1068,554,67.81,7.694444444,20475.84,76896
Chanel,North America,New York,Department Store Atrium,Flash Event,3/8/25,4/5/25,28,LE-M8ZP6UI0,Chanel Pearl Fragrance,271.96,962,2179,65.34,77.82142857,592600.84,26936
Estée Lauder,Latin America,Bogotá,Airport Duty-Free,Shop-in-Shop,11/13/24,2/9/25,88,LE-A3CT6YIE,Estée Lauder Velvet Primer,59.63,1468,1324,53.6,15.04545455,78950.12,129184
Huda Beauty,Europe,Madrid,Luxury Mall,Flash Event,1/27/25,2/19/25,23,LE-210J4YDR,Huda Beauty Velvet Fragrance,109.6,802,1814,91.25,78.86956522,198814.4,18446
NARS,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,7/7/24,9/17/24,72,LE-82O50DFK,NARS Satin Highlighter,59.74,1538,1797,42.2,24.95833333,107352.78,110736
Estée Lauder,Europe,Milan,High-Street,Standalone Pop-Up,6/27/25,7/16/25,19,LE-YZODW6NM,Estée Lauder Rouge Serum,271.54,1850,3876,96.8,204,1052489.04,35150
Pat McGrath Labs,Latin America,Buenos Aires,High-Street,Mobile Pop-Up Truck,7/5/25,7/16/25,11,LE-0BOF5OJ1,Pat McGrath Labs Noir Serum,106.37,1316,818,51.41,74.36363636,87010.66,14476
YSL Beauty,Latin America,Buenos Aires,Department Store Atrium,Flash Event,7/27/24,10/25/24,90,LE-XXVFNT7I,YSL Beauty Opulence Primer,60.1,597,1480,64.15,16.44444444,88948,53730
NARS,North America,Miami,Airport Duty-Free,Flash Event,6/19/25,6/27/25,8,LE-1HJHRH00,NARS Mirage Blush,51.98,1108,104,50.24,13,5405.92,8864
Rare Beauty,Middle East,Riyadh,Luxury Mall,Mobile Pop-Up Truck,2/22/24,3/30/24,37,LE-JBULXDPV,Rare Beauty Pearl Blush,49.42,1604,196,78.4,5.297297297,9686.32,59348
Tom Ford Beauty,Latin America,Lima,Art/Design District,Flash Event,6/27/24,7/16/24,19,LE-LFEQG2RH,Tom Ford Beauty Satin Serum,183.16,1235,1332,52.86,70.10526316,243969.12,23465
Givenchy Beauty,Latin America,Buenos Aires,Airport Duty-Free,Mobile Pop-Up Truck,7/13/24,9/6/24,55,LE-JFMNLOXE,Givenchy Beauty Glow Fragrance,275.3,992,2526,57.5,45.92727273,695407.8,54560
Clé de Peau Beauté,Middle East,Riyadh,Art/Design District,Mall Kiosk,3/30/24,6/27/24,89,LE-1PQJHJ8Q,Clé de Peau Beauté Opulence Lipstick,48.77,1333,214,68.37,2.404494382,10436.78,118637
Bobbi Brown,Middle East,Abu Dhabi,High-Street,Mobile Pop-Up Truck,7/15/25,7/24/25,9,LE-GG8GPKS3,Bobbi Brown Glow Fragrance,279.5,1467,206,94.93,22.88888889,57577,13203
Dior,Latin America,São Paulo,Art/Design District,Shop-in-Shop,11/1/24,12/3/24,32,LE-J3UT2H9D,Dior Pearl Highlighter,49.15,1304,2920,59.23,91.25,143518,41728
